"prioridade";"recomendacao";"esforco";"prontidao_atual";"volume_12m";"tabela";"categoria";"nome_atual";"nome_sugerido";"qtd_derivados";"derivados";"qtd_perguntas";"qtd_bloqueadores";"frases_exemplo";"justificativa";"sys_id"
"baixa";"conversacional_com_ajustes";"medio";"45";"31";"x_nasm_hr_case";"Política/ Seguro de vida";"Solicitação de apólice de seguro / seguro de vida";"Aderir ou alterar seguro de vida";"0";"";"3";"2";"Quero aderir ao seguro de vida | Preciso trocar os beneficiários do meu seguro de vida | Como altero minha apólice? | seguro de vida alta | cambio de beneficiarios del seguro";"Intenção única com poucas perguntas próprias: tipo de pedido, formulário de seguro de vida anexo e aceite dos termos. As 6 legendas por país (algumas controladas por GlideAjax) não chegam ao LLM, então o link do formulário de cada país precisa ir para a descrição ou KB. Volume baixo, então a prioridade é baixa.";"117393421b605a10514cbaef4b4bcba5"
"baixa";"conversacional_com_ajustes";"medio";"40";"29";"x_nasm_finance_case";"Tratativa de pedidos e pagamento de vendas";"Reparcelamento de título";"Solicitar reparcelamento de título por faturamento incorreto";"0";"";"8";"1";"preciso reparcelar um título faturado errado | reparcelamento de boleto da consultora | quero dividir o título em mais parcelas | reparcelar títulos em lote | faturamento incorreto, precisa reparcelar";"Todas as perguntas estão no set exclusivo ""EY VS: Repayment of title"" (usado só por este item), então as recomendações ficam aqui. Pedido individual pede título, vencimento, parcelas e identificação do cliente; pedido em lote pede só motivo e planilha. Há duas variáveis de motivo e 4 variáveis de busca do cliente que podem virar uma.";"a72f275f1b693990d1abda4ce54bcbcc"
"baixa";"conversacional_com_ajustes";"medio";"45";"29";"x_nasm_ptp_case";"Pagamentos";"Solicitação de Exceção para Payment Run";"Incluir ou excluir fornecedor da exceção do Payment Run";"0";"";"8";"2";"tirar fornecedor do payment run | incluir fornecedor na exceção do pagamento automático | não quero que o fornecedor entre na rodada de pagamento | excluir fornecedor da lista de exceção do payment run | exceção de payment run para fornecedor da Avon";"Volume baixo (29 em 12 meses, item recente). Sem bloqueador formal, mas usa três List Collectors com qualificador dinâmico, uma variável Attachment e um bloco ""para quem"" que dá pra derivar. Com Select Box no lugar da marca e anexo no fim da conversa, fica viável.";"f7bc58b88741ba10ec360e530cbb3572"
"baixa";"conversacional_com_ajustes";"baixo";"70";"28";"x_nasm_hr_case";"Relações Trabalhistas, Sindicais,  Atualização de CCT e Novos Estabelecimentos (CNPJ)";"Informações ou dúvidas relacionadas à Relações Trabalhista";"Tirar dúvidas sobre relações trabalhistas e sindicais";"0";"";"4";"0";"tenho uma dúvida sobre a convenção coletiva | quero falar com relações trabalhistas | o sindicato mandou um comunicado, com quem falo? | dúvida sobre acordo sindical | preciso de orientação trabalhista para minha equipe";"Item simples de 5 perguntas, sem scripts, que já funciona em conversa. Falta descrição e os labels estão em inglês. É o item 'guarda-chuva' de Relações Trabalhistas; a descrição precisa separar bem dos irmãos específicos (pagamentos sindicais, acordo coletivo, estudos de CCT e novo CNPJ).";"ce192c6933bc471098331c07ee5c7b3a"
"baixa";"conversacional_com_ajustes";"medio";"40";"27";"x_nasm_hr_case";"Serviços de Ações de Aprendizagem";"Indicadores";"Ajustar ou incluir dados nos indicadores de treinamento";"0";"";"9";"1";"preciso corrigir os dados de um treinamento no indicador | incluir lista de presença do treinamento | o indicador de aprendizagem está errado | lançar dados de treinamento nos indicadores | ajustar horas de treinamento da turma";"Sem scripts e sem bloqueadores, mas o nome 'Indicadores' não diz nada ao LLM e são 21 perguntas (limite de 20), com 5 anexos e o set de colaborador com 7 campos. Ocultando o set (pedido é do próprio usuário) e passando os anexos para o final, sobram cerca de 9 perguntas. Volume baixo não justifica dividir ajuste x inclusão de dados.";"d1d9642487477e10ec360e530cbb358f"
"baixa";"dividir";"medio";"35";"26";"x_nasm_finance_case";"Frotas";"Informações de cartão combustível e redes credenciadas";"Informações de cartão combustível e redes credenciadas (dividir em 3)";"3";"Tirar dúvida sobre cartão combustível | Solicitar relatório de cartão combustível ou rede credenciada | Indicar posto para a rede credenciada do cartão combustível";"0";"3";"dúvida cartão combustível | relatório de abastecimento";"Com 33 perguntas o item passa do limite de 20 e abre como janela. Ele junta três intenções distintas via v_what_is_the_demand_of_the_call: tirar dúvida, pedir relatório/estudo (uso do cartão, rede credenciada, capilaridade) e indicar um posto para a rede. Cada ramo tem sentido próprio e poucas perguntas. O volume é baixo, então a prioridade é baixa.";"215957c71b08a5d8a530426fe54bcbf1"
"baixa";"conversacional_com_ajustes";"medio";"35";"24";"x_nasm_hr_case";"Isenção fiscal e outras contribuições";"Solicitações relacionadas a Alívio Fiscal, Contribuições Voluntárias e Liberações";"Solicitar alívio fiscal ou contribuição voluntária";"0";"";"5";"2";"quero fazer contribuição voluntária para pensão | cancelar desconto de poupança na folha | enviar comprovante para diminuir a retenção | incluir aporte voluntário | quiero reducir mi retención en la fuente";"Poucas perguntas reais (categoria, tipo de pedido, valor, detalhe e anexo), mas bloqueado por um client script que monta as opções de v_what_request sem VA Supported, que pode ser substituído por choices dependentes. Há policies conflitantes em v_amount e cinco legendas que não chegam ao LLM. Volume baixo (24).";"90fbc7543bb09e50924d0247f4e45a7a"
"baixa";"manter_formulario";"baixo";"25";"22";"x_nasm_hr_case";"Licença Paternidade";"Solicitações de licença paternidade";"Solicitar licença paternidade";"0";"";"0";"2";"meu filho nasceu, quero tirar licença | licença paternidade | pedir licença por adoção | vou ser pai, como peço a licença? | licencia por paternidad";"Mesmo desenho do formulário de maternidade: uma lookup de tipo de licença e 13 anexos condicionais por país e marca, com cálculo de dias por script. Não tem bloqueador técnico, mas a conversa ficaria cheia de pedidos de anexo e o volume é baixo (22). Manter formulário com descrição melhor.";"60a230ed1b201610514cbaef4b4bcbf9"
"baixa";"conversacional_com_ajustes";"medio";"40";"21";"x_nasm_hr_case";"Adesão, Alteração ou Cancelamento do Vale Transporte";"Solicitação de Vale Transporte Extra";"Solicitar vale-transporte extra";"0";"";"9";"3";"preciso de vale transporte extra para a semana que vem | vou trabalhar em outra unidade por um mês, preciso de VT adicional | quero pedir passagem extra de ônibus para um treinamento | VT extra para cobrir outro turno | como peço vale-transporte a mais?";"A intenção é única e clara (vale-transporte extra por um período), mas o item está bloqueado por um onSubmit sem VA Supported que exige anexo quando o pedido é para outro colaborador. Além disso, usa checkbox de veracidade, Data/Hora onde bastaria Data e Escala Numérica para quantidade. O volume é baixo, então os ajustes devem ser os mínimos para liberar a conversa.";"bf029e5e1ba2b810a530426fe54bcb4b"
"baixa";"conversacional_com_ajustes";"baixo";"50";"19";"x_nasm_ptp_case";"Pagamentos";"Notificação de Pagamentos Incorretos e/ou Duplicados";"Avisar pagamento incorreto ou duplicado a fornecedor";"0";"";"5";"0";"pagamos duas vezes o mesmo fornecedor | pagamento duplicado de nota fiscal | o fornecedor recebeu valor errado | pagaram a nota a mais | avisar pagamento incorreto";"Volume muito baixo (19 em 12 meses). Sem bloqueador; 22 perguntas por causa do set de empresas. Incorreto e duplicado são 2 opções de uma pergunta que o usuário responde na primeira frase.";"b3004b311b11e110a530426fe54bcb64"
"baixa";"conversacional";"baixo";"65";"16";"x_nasm_finance_case";"Serviços Administrativos";"Informações de motoboy, correios e malotes corporativos";"Tirar dúvida sobre motoboy, correios e malote";"0";"";"2";"1";"como faço para mandar um documento por motoboy? | meu malote não chegou | qual o prazo do malote para a fábrica? | dúvida sobre envio pelos correios | preciso rastrear uma correspondência";"Duas perguntas próprias (tipo de dúvida e descrição), sem scripts e sem bloqueador. A descrição atual promete ""solicitar serviços"", mas o formulário só registra dúvida (o pedido de serviço é feito pelo portal linkado no rótulo); basta alinhar nome e descrição e cadastrar os labels.";"f96c20891b606554a530426fe54bcb0f"
"baixa";"conversacional_com_ajustes";"baixo";"60";"16";"x_nasm_tax_case";"Fiscal";"Remessa para Troca em Garantia";"Solicitar nota fiscal de remessa para troca em garantia";"0";"";"3";"1";"Preciso trocar um equipamento na garantia | remessa para troca em garantia | produto com defeito, fornecedor vai trocar | nota para envio em garantia";"Volume muito baixo (16 em 12 meses), mas o item é curto e sem bloqueadores. A policy de obrigatórios aponta para variável inexistente (v_which_company_is_the_request_for, sem o prefixo vs_). As perguntas são quase idênticas às de Remessa para Conserto.";"f228b1371b743910a530426fe54bcbcd"
"baixa";"conversacional_com_ajustes";"baixo";"60";"15";"x_nasm_tax_case";"Fiscal";"Divergência entre Físico e Fiscal";"Informar divergência entre físico e fiscal no recebimento";"0";"";"3";"1";"Chegou mercadoria diferente da nota | divergência de quantidade no recebimento | físico não bate com o fiscal | recebi a menos do que está na NF";"Baixo volume (15 em 12 meses), mas o item é curto e sem bloqueadores. Os ajustes são pequenos: labels, Validation Regex no lugar do script e o link do template na descrição.";"af68d93f1b78f510d1abda4ce54bcb33"
"baixa";"manter_formulario";"baixo";"30";"14";"x_nasm_hr_case";"Serviços Funerários";"Solicitação de serviços funerários";"Serviço funerário: adesão, cancelamento ou beneficiários";"0";"";"0";"0";"quero aderir ao serviço funerário | cancelar o serviço funerário | incluir meu pai como beneficiário do serviço funerário | quiero dar de baja el servicio de sepelio";"Volume muito baixo (14 em 12 meses) e público restrito (operários da Argentina). O formulário tem 29 perguntas, bloco de beneficiários (lista de pessoas com nome, DNI, parentesco e endereço), dois aceites longos de desconto em folha e retirada de beneficiários e seis Rich Text Labels de orientação. A lista de beneficiários e os aceites jurídicos funcionam melhor como formulário. Converter não compensa o esforço.";"2d0389321b40d210514cbaef4b4bcbda"
"baixa";"conversacional_com_ajustes";"baixo";"45";"13";"x_nasm_hr_case";"Controle de Jornada";"Sobre Aviso";"Registrar sobreaviso";"0";"";"2";"2";"preciso lançar meu sobreaviso | fiquei de plantão no fim de semana | como envio as horas de sobreaviso | registrar sobre aviso do mês";"Item curto sem bloqueador: empresa derivada, um template para baixar e dois anexos obrigatórios (planilha de sobreaviso e aprovação do gestor). Volume muito baixo (13 em 12 meses), então o ajuste mínimo basta: descrição, labels e anexo consolidado no fim.";"66ac57671b98e9d0a530426fe54bcbcd"
"baixa";"conversacional_com_ajustes";"baixo";"35";"13";"x_nasm_hr_case";"Desligamento";"Desligamento Transferência Permanente Internacional";"Desligar colaborador por transferência internacional permanente";"0";"";"4";"1";"colaborador vai ser transferido para o México, como desligo no Brasil? | desligamento por transferência internacional | transferência permanente para outro país | funcionário vai trabalhar na Argentina definitivamente";"Bloqueado só pelo client script 'EY: Show Msg' (testa spModal), fácil de remover. Das 14 perguntas, 10 são read-only preenchidas pelo perfil; na conversa sobram 4 (colaborador, data, reposição da vaga, descrição).";"7153436d1b046d58d1abda4ce54bcb54"
"baixa";"conversacional_com_ajustes";"baixo";"65";"12";"x_nasm_finance_case";"Tratativa de pedidos e pagamento de vendas";"Solicitação de Registro de Faturas - Outros Clientes";"Registrar fatura de outros clientes";"0";"";"5";"0";"preciso registrar uma fatura de outro cliente | lançar conta a receber de cliente corporativo | registro de fatura para cliente externo | incluir nova fatura de outros clientes no contas a receber";"Item novo (11 dos 12 chamados nos últimos 90 dias) com 5 perguntas reais. Ajustar labels em pt-BR, descrição, e corrigir o client script que limpa a subsidiária em qualquer mudança. Não há pedido de anexo da fatura a registrar, o que deve ser confirmado com a área.";"47b773db33104b1498331c07ee5c7bbc"
"baixa";"conversacional_com_ajustes";"medio";"45";"12";"x_nasm_hr_case";"Controle de Jornada";"Solicitar troca de escala coletiva";"Solicitar troca coletiva de escala (feriado por dia trabalhado)";"0";"";"6";"2";"Preciso trocar o feriado de sexta por um sábado trabalhado para a fábrica | quero fazer troca de escala coletiva do feriado | a filial vai folgar no feriado e compensar no sábado, como peço? | troca de feriado por dia trabalhado para o 1º e 2º turno | solicitar mudança coletiva de escala aprovada pelo sindicato";"Item de baixo volume, sem bloqueadores, mas com 3 checkboxes de turno agrupados por um label, um checkbox de ciência e um anexo obrigatório apenas mencionado em rich text. Com troca dos checkboxes, ciência em Sim/Não e anexo no fim da conversa, fica curto e conversável.";"58c52cfc3b7c5290924d0247f4e45a3d"
"baixa";"conversacional_com_ajustes";"baixo";"55";"11";"x_nasm_hr_case";"Aprendizagem, Desenvolvimento e Desempenho";"OurTalents";"Dúvida ou problema no OurTalents (comitê de talentos)";"0";"";"3";"2";"dúvida sobre o comitê de talentos OurTalents | preciso de um relatório do OurTalents da minha área | erro no sistema do OurTalents | como funciona a avaliação de potencial? | quando acontece o comitê de talentos?";"Tem o mesmo desenho do MyPerformance: tipo de pedido encadeado com classificação, três campos de descrição e anexo em caso de erro. O volume é baixo, então basta aplicar o mesmo padrão de ajustes do MyPerformance e dar nome e descrição que expliquem o que é o OurTalents.";"051cbf0b1bafd190a530426fe54bcbd4"
"baixa";"manter_formulario";"baixo";"45";"11";"x_nasm_hr_case";"";"Lista de Presença em Treinamentos";"Registrar lista de presença de treinamento";"0";"";"0";"1";"registrar presença do treinamento de NR | lançar lista de presença de treinamento | quem participou do treinamento de ontem, onde registro?";"Uso interno de instrutor/área de treinamento, baixo volume (11 em 12 meses, zero nos últimos 90 dias) e o núcleo do formulário é uma grade (MRVS) de colaboradores presentes, que não se conversa bem. Não está no catálogo Virtual Agent Search e não tem categoria.";"233dc65a87a93e94ec360e530cbb3521"
"baixa";"conversacional_com_ajustes";"medio";"50";"10";"x_nasm_hr_case";"Relações Trabalhistas, Sindicais,  Atualização de CCT e Novos Estabelecimentos (CNPJ)";"Solicitar Aplicação de Acordo Coletivo";"Solicitar aplicação de acordo coletivo";"0";"";"6";"2";"preciso aplicar um novo acordo coletivo | saiu a convenção coletiva, como envio para aplicar? | aplicar CCT nas filiais | enviar diretrizes do acordo coletivo";"Uso interno (CSC) e de baixo volume, sem scripts. O ponto de atenção é o set de empresas/localidades, que pela policy parece ser um multi-row (lista de empresas que aplicam o acordo), e o anexo obrigatório do acordo. Trocando a grade por List Collector e pedindo o anexo no final, a conversa fica com 7 perguntas.";"9045899c87fc0f90ec360e530cbb35fb"
"baixa";"conversacional_com_ajustes";"baixo";"55";"9";"x_nasm_finance_case";"Frotas";"Informar direito a solicitar novo veículo";"Informar direito a veículo corporativo";"0";"";"2";"3";"fui promovido e agora tenho direito a carro da empresa | quero solicitar meu veículo corporativo | colaborador novo tem direito a carro, como aviso? | informar direito a veículo da frota | recebi carta de promoção com carro";"Item simples: faixa e cargo (preenchidos por GlideAjax a partir do solicitante) e a carta de promoção em anexo. Derivando faixa e cargo, a conversa fica com o anexo e informações adicionais. Volume muito baixo, prioridade baixa.";"8efadce81b54215cd1abda4ce54bcbee"
"baixa";"manter_formulario";"baixo";"20";"8";"x_nasm_finance_case";"Serviços Administrativos";"Beneficiamento, Sucatas e Resíduos: Envio de informações, solicitações e dúvidas de clientes";"Contas a receber: beneficiamento, sucatas e resíduos (clientes)";"0";"";"0";"3";"sou cliente de sucata e quero enviar o comprovante de pagamento | preciso falar com o contas a receber sobre resíduos | alterar contato da empresa compradora de sucata | dúvida sobre boleto de beneficiamento";"Formulário público para cliente externo (aberto com usuário genérico), com variável Custom de anexo público (widget) e uma policy que deixa quase todas as perguntas read-only, o que faria a conversa pular tudo. O público não é colaborador do VA interno e o volume é muito baixo. Manter formulário e só corrigir nome e descrição.";"d131c8533b6b6ad0924d0247f4e45aa1"
"baixa";"conversacional_com_ajustes";"baixo";"60";"8";"x_nasm_hr_case";"Declarações e Documentos";"Solicitação de Cadastro de Aposentadoria";"Comunicar aposentadoria pelo INSS";"0";"";"2";"0";"me aposentei, como informo o RH? | saiu minha aposentadoria do INSS | quero cadastrar minha aposentadoria | enviar carta de concessão do INSS | comunicar aposentadoria de colaborador";"Item enxuto: descrição e anexo da carta de concessão do INSS, sem scripts. Baixo volume, mas o ajuste é só texto: nome, descrição e labels.";"9895a2241ba7dd18d1abda4ce54bcb49"
"baixa";"manter_formulario";"baixo";"40";"8";"x_nasm_hr_case";"Gestão de Pessoas e Estrutura";"Admissão e Movimentação Internacional";"Solicitar admissão ou movimentação internacional";"0";"";"0";"2";"preciso expatriar um colaborador | admissão de funcionário nos Estados Unidos | repatriação de colaborador para o Brasil | movimentação internacional | contratar alguém na França";"Uso interno de gestão de RH, com volume muito baixo (8 em 12 meses) e fluxo baseado em baixar um modelo específico por opção e anexá-lo preenchido. Os modelos são Rich Text (a mídia não chega à conversa). Não compensa converter; basta nome e descrição para ser encontrado e aberto como link.";"15b5791d1bc0e558d1abda4ce54bcb48"
"baixa";"manter_formulario";"baixo";"50";"8";"x_nasm_hr_case";"Licenças e Ausências";"Solicitação de Licença não Remunerada";"Solicitar licença não remunerada";"0";"";"0";"0";"quero tirar uma licença sem remuneração | como peço licença não remunerada? | preciso me afastar uns meses sem salário | minha gestora aprovou minha licença não remunerada";"Volume muito baixo (8 em 12 meses) e o pedido gira em torno de anexos obrigatórios (carta manuscrita e aprovação do RH) mais anexos de aprovação que só aparecem para o resolvedor. Não compensa o esforço de conversão; basta um bom nome e descrição para o VA achar o item e abrir o formulário.";"739a80251bfb5d14a530426fe54bcb2f"
"baixa";"manter_formulario";"baixo";"55";"6";"x_nasm_hr_case";"Gestão de Pessoas e Estrutura";"Criação de Novo Cargo";"Solicitar criação de novo cargo no ADP";"0";"";"0";"2";"criar um cargo novo | cadastrar novo cargo no ADP | preciso de um código de cargo novo | abrir novo cargo com insalubridade";"Pedido técnico de RH (código, grade, nível, risco de insalubridade/periculosidade, descrição do cargo em anexo) com volume irrisório (6 em 12 meses). Não tem bloqueador, mas o ganho da conversa é pequeno e o público é restrito; manter formulário e melhorar nome e descrição.";"d4ef72761bef5d50a530426fe54bcbd5"
"baixa";"manter_formulario";"baixo";"35";"6";"x_nasm_ptp_case";"Pagamentos";"Solicitar Pagamento de Serviço Internacional";"Solicitar pagamento de serviço internacional";"0";"";"0";"2";"pagar serviço de fornecedor no exterior | pagamento de invoice de consultoria internacional | preciso pagar um fornecedor estrangeiro | importação de serviço, como pago? | pagamento internacional de serviço com PO";"Volume muito baixo (6 em 12 meses). Tem quatro variáveis Attachment (três obrigatórias, incluindo formulário próprio preenchido a partir de template) e dois rich text com links. Não compensa converter; manter como formulário com nome e descrição que o VA encontre. Vale avaliar com a área se o item ainda é necessário.";"798e5eed1bdde110d1abda4ce54bcbf0"
"baixa";"conversacional_com_ajustes";"baixo";"40";"5";"x_nasm_finance_case";"Tratativa de pedidos e pagamento de vendas";"Solicitar Estorno por Fraude - Cartão e Pix";"Solicitar estorno por fraude no cartão ou Pix";"0";"";"0";"2";"pagamento com cartão clonado, preciso estornar | estorno por fraude no Pix | cliente não reconhece a compra no cartão | fraude em pedido pago no cartão | pedir estorno de pagamento fraudulento";"Volume muito baixo e todas as perguntas vêm de sets (busca de consultora/representante/franqueado, forma de pagamento e pedido). No item só há uma label de anexo obrigatório. Ajuste mínimo: nome/descrição, pedido de evidência no final e depender da simplificação do set de busca.";"f233a3221bb79594d1abda4ce54bcbed"
"baixa";"conversacional_com_ajustes";"baixo";"40";"5";"x_nasm_finance_case";"Tratativa de pedidos e pagamento de vendas";"Solicitar reembolso de nota de crédito";"Solicitar reembolso de nota de crédito";"0";"";"5";"0";"a consultora quer o dinheiro da nota de crédito de volta | reembolso de crédito na conta | devolver valor da nota de crédito | transformar crédito em reembolso bancário";"Volume baixo (5 em 12 meses). Perguntas próprias são simples; o excesso (26) vem do set de busca do cliente e dos dados bancários. Ajustar labels, levar a regra de conta (sem conta de terceiro/poupança) para a descrição e trocar os client scripts de valor por Validation Regex.";"39901cd21b8c6598a530426fe54bcb72"
"baixa";"conversacional_com_ajustes";"baixo";"55";"4";"x_nasm_finance_case";"Reembolso e prestação de contas para FV";"Pré-edição e Reembolso - Cliente Final";"Pedir reembolso de pré-pedido cancelado para cliente final";"0";"";"7";"2";"cliente pagou o pré-pedido e o pedido foi cancelado | preciso devolver o dinheiro de uma cliente | reembolso para cliente final | estorno de pré-pedido cancelado | minha cliente quer o dinheiro de volta do pedido cancelado";"Formulário curto (7 perguntas, sem scripts), mas o nome (""Pré-edição"") e a falta de descrição impedem o LLM de achar o item. Basta nome e descrição claros e labels em pt-BR. Volume muito baixo (4 em 12 meses): se continuar assim, avaliar desativação.";"6de79cf73387369098331c07ee5c7b68"
"baixa";"conversacional_com_ajustes";"baixo";"65";"4";"x_nasm_finance_case";"Tratativa de pedidos e pagamento de vendas";"Solicitação de Aplicação de Pagamentos - Outros clientes";"Informar pagamento de fatura de outros clientes";"0";"";"5";"0";"um cliente pagou a fatura e preciso aplicar o pagamento | aplicação de pagamento de outros clientes | recebemos pagamento da fatura 1234 de um cliente corporativo | informar pagamento de fatura de cliente externo";"Item novo (os 4 chamados são dos últimos 90 dias), com 5 perguntas reais e sem bloqueador. O solicitante já é default read-only e o país é derivado da subsidiária. Ajustar labels, descrição e um default indevido em which_company_your_request_for.";"eec5bf8d33104f9098331c07ee5c7b53"
"baixa";"conversacional_com_ajustes";"baixo";"50";"4";"x_nasm_hr_case";"Desligamento";"Solicitação de Prévia de Rescisão";"Solicitar prévia de rescisão (diretores, +20 anos ou pacote de desligamento)";"0";"";"7";"0";"preciso de uma prévia de rescisão de um diretor | simular rescisão antes de desligar | quanto vai custar o desligamento desse colaborador com 25 anos de casa? | prévia de rescisão com pacote";"Item novo (4 registros, todos no último ano), de público restrito, sem bloqueadores. Das 10 perguntas, 3 são read-only derivadas; os GlideAjax são VA Supported. Com labels e descrição fica conversável, mas o conteúdo (verbas de diretores) é sensível.";"3a4932df87544b14ec360e530cbb3516"
"baixa";"manter_formulario";"baixo";"60";"4";"x_nasm_hr_case";"pharmacy";"Solicitação de Liberação de Medicamento";"Liberar medicamento (Serviço Médico)";"0";"";"1";"1";"Registrar liberação de medicamento para colaborador | Serviço médico: liberar remédio com receita | lançar liberação de medicamento | formulário de medicamento do ambulatório";"Uso interno exclusivo da equipe do Serviço Médico Natura, com volume muito baixo (4 no ano) e anexo obrigatório de receita médica, que é dado de saúde sensível. Não compensa converter; basta melhorar nome e descrição para ser encontrado e aberto como formulário, sem enviar o conteúdo ao LLM.";"13a1b0d287474390ec360e530cbb3512"
"baixa";"manter_formulario";"baixo";"35";"3";"x_nasm_rtr_case";"Estoques e Custos";"Solicitação de Alteração de Custo Padrão (Materiais Produtivos)";"Solicitar alteração de custo padrão de material produtivo";"0";"";"1";"1";"Preciso alterar o custo padrão de um material | mudar custo standard de matéria-prima | atualizar custo padrão de embalagem | solicitar revisão de custo de material produtivo";"Só 3 pedidos em 12 meses. O núcleo é uma tabela de até 10 materiais (set multilinha com 9 colunas de custo e variação), mais três aprovadores por área. Uma tabela assim não cabe numa conversa, então o item deve abrir como formulário; o ajuste se limita a nome e descrição para ser encontrado.";"91f83d788747be10017d65790cbb3540"
"baixa";"conversacional_com_ajustes";"medio";"45";"2";"x_nasm_finance_case";"Serviços Administrativos";"Solicitar serviços e informações de cartório";"Solicitar serviço de cartório ou tirar dúvida";"0";"";"12";"2";"preciso reconhecer firma de um documento | autenticar cópia em cartório | quero pedir um serviço de cartório para a empresa | dúvida sobre como funciona o cartório | preciso de uma procuração registrada em cartório";"Mistura pedido de serviço de cartório e dúvida, mas com 2 chamados em 12 meses não compensa dividir. O total passa de 20 perguntas por causa do set de dados do solicitante; com policies sem script e os dados do solicitante derivados, a conversa fica abaixo do limite. Esforço médio pelo número de ajustes, prioridade baixa pelo volume.";"d00642bf1bc8a11ca530426fe54bcbb0"
"baixa";"conversacional_com_ajustes";"baixo";"45";"1";"x_nasm_hr_case";"Relações Trabalhistas, Sindicais,  Atualização de CCT e Novos Estabelecimentos (CNPJ)";"Solicitações de Pagamentos Sindicais";"Enviar pagamento sindical para análise";"0";"";"7";"3";"chegou um boleto do sindicato | preciso pagar a contribuição sindical | enviar cobrança do sindicato para pagamento | o sindicato mandou uma notificação de pagamento";"Intenção própria (enviar um boleto/cobrança sindical para análise e pagamento) com 8 perguntas simples. Bloqueia por 2 client scripts sem VA Supported (CNPJ e vencimento) e um campo complementar mostrado por script. Volume muito baixo (1 em 12 meses): ajustar com pouco esforço ou avaliar incorporar ao item geral de relações trabalhistas.";"b452011087fc0f90ec360e530cbb356e"
"baixa";"avaliar_desativacao";"baixo";"60";"1";"x_nasm_hr_case";"Relações Trabalhistas, Sindicais,  Atualização de CCT e Novos Estabelecimentos (CNPJ)";"Solicitar Estudos de Aplicações/Regras de Convenção Coletiva de Trabalho (CCTs)";"Solicitar estudo de regras de convenção coletiva (CCT)";"0";"";"0";"0";"preciso de um estudo da CCT | como aplicar a regra da convenção coletiva? | análise de cláusula do acordo coletivo";"Apenas 1 pedido em 12 meses e sobreposição direta com irmãos: a short description cita 'análises de pagamentos sindicais' (item próprio) e 'estudos de regras' cabem no item de dúvidas de relações trabalhistas. Sugere-se desativar e incluir 'Estudo de regras de CCT' como tipo de solicitação no item ce192c69 (Tirar dúvidas sobre relações trabalhistas e sindicais).";"ed9d69b187708b10ec360e530cbb35fe"
"baixa";"avaliar_desativacao";"baixo";"35";"0";"x_nasm_finance_case";"Serviços Administrativos";"Solicitação de pagamento de fornecedor";"Solicitar pagamento de fornecedor";"0";"";"0";"0";"preciso pagar um fornecedor | solicitar pagamento de nota de fornecedor";"Nenhum chamado desde a criação (total 0). O item é restrito à célula de Remuneração e Pagamentos e tem 22 perguntas, busca de fornecedor por GlideAjax e anexo obrigatório. Não vale converter; confirmar com o dono se o processo ainda existe ou migrou para outro canal (ex.: Ariba) antes de desativar.";"ad8d410d1ba42910d1abda4ce54bcb20"
"baixa";"avaliar_desativacao";"baixo";"60";"0";"x_nasm_finance_case";"Suporte à força de vendas";"Solicitação de adiantamento de comissão - líderes";"Solicitar adiantamento de comissão para líder de negócio";"0";"";"0";"0";"preciso adiantar a comissão de uma líder | adiantamento de comissão líder de negócio";"Zero chamados nos últimos 12 meses e apenas 2 no histórico. Não vale converter; avaliar com a Célula de Remuneração e Pagamentos se o processo ainda existe ou se é atendido por ""Solicitação de pagamentos Força de Vendas"".";"73253b071bb46950d1abda4ce54bcbe1"
"baixa";"avaliar_desativacao";"baixo";"30";"0";"x_nasm_finance_case";"Viagens Corporativas e Táxi";"Informar orçamentos de viagens e suplementação orçamentaria para Centro de Custo ou PEP";"Informar orçamento ou pedir suplementação de verba de viagens";"0";"";"0";"0";"preciso informar o orçamento de viagens do meu centro de custo | quero pedir suplementação de verba de viagem para o PEP | acabou a verba de viagem do projeto | como envio o budget de viagens da área?";"Nenhum chamado nos últimos 12 meses (516 no histórico total), o que indica que o processo migrou para outro canal ou deixou de existir. O item tem 31 perguntas, 5 anexos e ramos cruzados (orçamento x suplementação, centro de custo x PEP, um ou vários), então não compensa convertê-lo sem confirmar que ainda é usado.";"8c25974c1b1c291ca530426fe54bcbff"
"baixa";"avaliar_desativacao";"baixo";"10";"0";"x_nasm_hr_case";"";"Alterar dados de conta bancária";"Alterar dados bancários (Workday)";"0";"";"0";"1";"quero trocar a conta onde recebo o salário | mudei de banco, como atualizo meus dados bancários? | alterar conta salário | preciso mudar minha conta bancária no RH";"Nenhum chamado em 12 meses (1 no histórico). O item não cria caso: o onSubmit sempre bloqueia o envio e redireciona para o Workday, então funciona só como atalho. Na conversa isso não faz sentido, e um artigo de KB ou link de conteúdo atende melhor.";"340f1a9a1bd8c110a530426fe54bcb5d"
"baixa";"substituir_por_link_kb";"baixo";"0";"0";"x_nasm_hr_case";"";"Consultar / Alterar Documentos";"Consultar ou alterar meus documentos no Workday";"0";"";"0";"0";"preciso atualizar meu RG no sistema | onde altero meus documentos | quero trocar meu CPF cadastrado | como consulto meus documentos no Workday";"Item de redirecionamento para o Workday, sem perguntas e sem volume em 12 meses. Duplica 'Consultar ou alterar documentos pessoais' (7b9dd65a) e 'Consultar ou alterar dados pessoais' (4481229e). Melhor atendido por um artigo de KB ou tópico da VA com link para o Workday.";"f03c49981b567010d1abda4ce54bcbc4"
